Participant,Question,Response,Needs Reverse Coding?,Temp Coded Value,Temp Reversed Coded Value,Recoded Value
65,F2,Somewhat Agree,No,4,2,4
66,F2,Somewhat Agree,No,4,2,4
67,F2,Strongly Agree,No,5,1,5
68,F2,Strongly Agree,No,5,1,5
69,F2,Strongly Agree,No,5,1,5
70,F2,Strongly Agree,No,5,1,5
71,F2,Strongly Agree,No,5,1,5
72,F2,Somewhat Agree,No,4,2,4
73,F2,Somewhat Agree,No,4,2,4
74,F2,Strongly Agree,No,5,1,5
75,F2,Somewhat Agree,No,4,2,4
76,F2,Strongly Agree,No,5,1,5
77,F2,Strongly Agree,No,5,1,5
78,F2,Somewhat Agree,No,4,2,4
79,F2,Strongly Agree,No,5,1,5
80,F2,Neither Agree nor Disagree,No,3,3,3
81,F2,Somewhat Agree,No,4,2,4
82,F2,Strongly Agree,No,5,1,5
83,F2,Strongly Agree,No,5,1,5
84,F2,Somewhat Agree,No,4,2,4
85,F2,Strongly Agree,No,5,1,5
86,F2,Somewhat Agree,No,4,2,4
87,F2,Strongly Agree,No,5,1,5
88,F2,Strongly Agree,No,5,1,5
89,F2,Somewhat Agree,No,4,2,4
90,F2,Somewhat Agree,No,4,2,4
91,F2,Strongly Agree,No,5,1,5
92,F2,Neither Agree nor Disagree,No,3,3,3
93,F2,Strongly Agree,No,5,1,5
94,F2,Somewhat Agree,No,4,2,4
95,F2,Strongly Agree,No,5,1,5
96,F2,Strongly Agree,No,5,1,5
97,F2,Somewhat Agree,No,4,2,4
98,F2,Somewhat Agree,No,4,2,4
99,F2,Strongly Agree,No,5,1,5
100,F2,Somewhat Agree,No,4,2,4
101,F2,Somewhat Agree,No,4,2,4
102,F2,Strongly Agree,No,5,1,5
103,F2,Somewhat Agree,No,4,2,4
104,F2,Somewhat Agree,No,4,2,4
105,F2,Somewhat Agree,No,4,2,4
106,F2,Strongly Agree,No,5,1,5
107,F2,Neither Agree nor Disagree,No,3,3,3
108,F2,Strongly Agree,No,5,1,5
109,F2,Strongly Agree,No,5,1,5
110,F2,Strongly Agree,No,5,1,5
111,F2,Somewhat Agree,No,4,2,4
112,F2,Somewhat Agree,No,4,2,4
113,F2,Somewhat Agree,No,4,2,4
114,F2,Somewhat Agree,No,4,2,4
115,F2,Somewhat Agree,No,4,2,4
116,F2,Strongly Agree,No,5,1,5
117,F2,Strongly Agree,No,5,1,5
118,F2,Somewhat Agree,No,4,2,4
119,F2,Somewhat Agree,No,4,2,4
120,F2,Strongly Agree,No,5,1,5
121,F2,Strongly Agree,No,5,1,5
122,F2,Somewhat Agree,No,4,2,4
123,F2,Neither Agree nor Disagree,No,3,3,3
124,F2,Strongly Agree,No,5,1,5
125,F2,Somewhat Agree,No,4,2,4
126,F2,Somewhat Agree,No,4,2,4
127,F2,Somewhat Agree,No,4,2,4
128,F2,Strongly Agree,No,5,1,5
129,F2,Strongly Agree,No,5,1,5
130,F2,Somewhat Agree,No,4,2,4
131,F2,Strongly Agree,No,5,1,5
132,F2,Strongly Agree,No,5,1,5
133,F2,Strongly Agree,No,5,1,5
134,F2,Strongly Agree,No,5,1,5
135,F2,Somewhat Agree,No,4,2,4
136,F2,Strongly Agree,No,5,1,5
137,F2,Somewhat Agree,No,4,2,4
138,F2,Somewhat Agree,No,4,2,4
139,F2,Strongly Agree,No,5,1,5
140,F2,Somewhat Agree,No,4,2,4
141,F2,Strongly Agree,No,5,1,5
142,F2,Strongly Agree,No,5,1,5
143,F2,Strongly Agree,No,5,1,5
144,F2,Somewhat Agree,No,4,2,4
145,F2,Strongly Agree,No,5,1,5
146,F2,Strongly Agree,No,5,1,5
147,F2,Somewhat Agree,No,4,2,4
148,F2,Strongly Agree,No,5,1,5
149,F2,Somewhat Agree,No,4,2,4
150,F2,Strongly Agree,No,5,1,5
151,F2,Strongly Agree,No,5,1,5
152,F2,Somewhat Agree,No,4,2,4
153,F2,Somewhat Disagree,No,2,4,2
154,F2,Strongly Agree,No,5,1,5
155,F2,Somewhat Agree,No,4,2,4
156,F2,Strongly Agree,No,5,1,5
157,F2,Strongly Agree,No,5,1,5
158,F2,Somewhat Agree,No,4,2,4
159,F2,Strongly Agree,No,5,1,5
160,F2,Somewhat Agree,No,4,2,4
161,F2,Somewhat Agree,No,4,2,4
162,F2,Somewhat Agree,No,4,2,4
163,F2,Somewhat Disagree,No,2,4,2
164,F2,Strongly Agree,No,5,1,5
165,F2,Strongly Agree,No,5,1,5
166,F2,Strongly Agree,No,5,1,5
167,F2,Somewhat Agree,No,4,2,4
168,F2,Strongly Agree,No,5,1,5
169,F2,Somewhat Agree,No,4,2,4
170,F2,Strongly Agree,No,5,1,5
171,F2,Strongly Agree,No,5,1,5
172,F2,Strongly Agree,No,5,1,5
173,F2,Strongly Agree,No,5,1,5
174,F2,Strongly Agree,No,5,1,5
175,F2,Strongly Agree,No,5,1,5
176,F2,Strongly Agree,No,5,1,5
177,F2,Strongly Agree,No,5,1,5
178,F2,Somewhat Agree,No,4,2,4
179,F2,Strongly Agree,No,5,1,5
180,F2,Strongly Agree,No,5,1,5
181,F2,Strongly Agree,No,5,1,5
182,F2,Strongly Agree,No,5,1,5
183,F2,Somewhat Agree,No,4,2,4
184,F2,Strongly Agree,No,5,1,5
185,F2,Strongly Agree,No,5,1,5
186,F2,Somewhat Agree,No,4,2,4
187,F2,Strongly Agree,No,5,1,5
188,F2,Strongly Agree,No,5,1,5
189,F2,Strongly Agree,No,5,1,5
190,F2,Strongly Agree,No,5,1,5
191,F2,Strongly Agree,No,5,1,5
192,F2,Strongly Agree,No,5,1,5
193,F2,Strongly Agree,No,5,1,5
194,F2,Strongly Agree,No,5,1,5
195,F2,Somewhat Agree,No,4,2,4
196,F2,Strongly Agree,No,5,1,5
197,F2,Strongly Agree,No,5,1,5
198,F2,Strongly Agree,No,5,1,5
199,F2,Strongly Agree,No,5,1,5
200,F2,Somewhat Agree,No,4,2,4
201,F2,Strongly Agree,No,5,1,5
202,F2,Somewhat Agree,No,4,2,4
203,F2,Strongly Agree,No,5,1,5
204,F2,Somewhat Agree,No,4,2,4
205,F2,Somewhat Agree,No,4,2,4
206,F2,Somewhat Agree,No,4,2,4
207,F2,Strongly Agree,No,5,1,5
208,F2,Strongly Agree,No,5,1,5
209,F2,Strongly Agree,No,5,1,5
210,F2,Strongly Agree,No,5,1,5
211,F2,Somewhat Agree,No,4,2,4
212,F2,Somewhat Agree,No,4,2,4
213,F2,Strongly Agree,No,5,1,5
214,F2,Strongly Agree,No,5,1,5
215,F2,Somewhat Agree,No,4,2,4
216,F2,Somewhat Agree,No,4,2,4
217,F2,Somewhat Agree,No,4,2,4
218,F2,Strongly Agree,No,5,1,5
219,F2,Somewhat Agree,No,4,2,4
220,F2,Somewhat Agree,No,4,2,4
221,F2,Strongly Agree,No,5,1,5
222,F2,Strongly Agree,No,5,1,5
223,F2,Somewhat Agree,No,4,2,4
224,F2,Strongly Agree,No,5,1,5
225,F2,Somewhat Agree,No,4,2,4
226,F2,Strongly Agree,No,5,1,5
227,F2,Somewhat Agree,No,4,2,4
228,F2,Strongly Agree,No,5,1,5
229,F2,Strongly Agree,No,5,1,5
230,F2,Strongly Agree,No,5,1,5
231,F2,Strongly Agree,No,5,1,5
232,F2,Strongly Agree,No,5,1,5
233,F2,Somewhat Agree,No,4,2,4
234,F2,Strongly Agree,No,5,1,5
235,F2,Somewhat Agree,No,4,2,4
236,F2,Somewhat Agree,No,4,2,4
237,F2,Strongly Agree,No,5,1,5
238,F2,Strongly Agree,No,5,1,5
239,F2,Somewhat Agree,No,4,2,4
240,F2,Strongly Agree,No,5,1,5
241,F2,Neither Agree nor Disagree,No,3,3,3
242,F2,Somewhat Agree,No,4,2,4
243,F2,Somewhat Agree,No,4,2,4
244,F2,Strongly Agree,No,5,1,5
245,F2,Strongly Agree,No,5,1,5
246,F2,Somewhat Agree,No,4,2,4
247,F2,Neither Agree nor Disagree,No,3,3,3
248,F2,Somewhat Agree,No,4,2,4
249,F2,Strongly Agree,No,5,1,5
250,F2,Somewhat Agree,No,4,2,4
251,F2,Strongly Agree,No,5,1,5
252,F2,Somewhat Agree,No,4,2,4
253,F2,Somewhat Agree,No,4,2,4
254,F2,Somewhat Agree,No,4,2,4
255,F2,Strongly Agree,No,5,1,5
256,F2,Somewhat Agree,No,4,2,4
257,F2,Strongly Agree,No,5,1,5
258,F2,Somewhat Agree,No,4,2,4
259,F2,Strongly Agree,No,5,1,5
260,F2,Somewhat Agree,No,4,2,4
261,F2,Strongly Agree,No,5,1,5
262,F2,Somewhat Agree,No,4,2,4
263,F2,Strongly Agree,No,5,1,5
264,F2,Strongly Agree,No,5,1,5
1,F1.1,Somewhat Agree,No,4,2,4
2,F1.1,Somewhat Agree,No,4,2,4
3,F1.1,Strongly Agree,No,5,1,5
4,F1.1,Somewhat Agree,No,4,2,4
5,F1.1,Strongly Agree,No,5,1,5
6,F1.1,Somewhat Agree,No,4,2,4
7,F1.1,Strongly Agree,No,5,1,5
8,F1.1,Strongly Agree,No,5,1,5
9,F1.1,Strongly Agree,No,5,1,5
10,F1.1,Somewhat Agree,No,4,2,4
11,F1.1,Somewhat Agree,No,4,2,4
12,F1.1,Strongly Agree,No,5,1,5
13,F1.1,Strongly Agree,No,5,1,5
14,F1.1,Somewhat Agree,No,4,2,4
15,F1.1,Neither Agree nor Disagree,No,3,3,3
16,F1.1,Somewhat Agree,No,4,2,4
17,F1.1,Strongly Agree,No,5,1,5
18,F1.1,Strongly Agree,No,5,1,5
19,F1.1,Strongly Agree,No,5,1,5
20,F1.1,Somewhat Agree,No,4,2,4
21,F1.1,Somewhat Agree,No,4,2,4
22,F1.1,Somewhat Agree,No,4,2,4
23,F1.1,Somewhat Agree,No,4,2,4
24,F1.1,Strongly Agree,No,5,1,5
25,F1.1,Strongly Agree,No,5,1,5
26,F1.1,Somewhat Agree,No,4,2,4
27,F1.1,Somewhat Agree,No,4,2,4
28,F1.1,Neither Agree nor Disagree,No,3,3,3
29,F1.1,Somewhat Agree,No,4,2,4
30,F1.1,Somewhat Agree,No,4,2,4
31,F1.1,Strongly Agree,No,5,1,5
32,F1.1,Somewhat Agree,No,4,2,4
33,F1.1,Somewhat Agree,No,4,2,4
34,F1.1,Strongly Agree,No,5,1,5
35,F1.1,Somewhat Agree,No,4,2,4
36,F1.1,Neither Agree nor Disagree,No,3,3,3
37,F1.1,Strongly Agree,No,5,1,5
38,F1.1,Strongly Agree,No,5,1,5
39,F1.1,Neither Agree nor Disagree,No,3,3,3
40,F1.1,Strongly Agree,No,5,1,5
41,F1.1,Neither Agree nor Disagree,No,3,3,3
42,F1.1,Somewhat Agree,No,4,2,4
43,F1.1,Strongly Agree,No,5,1,5
44,F1.1,Somewhat Agree,No,4,2,4
45,F1.1,Strongly Agree,No,5,1,5
46,F1.1,Neither Agree nor Disagree,No,3,3,3
47,F1.1,Neither Agree nor Disagree,No,3,3,3
48,F1.1,Strongly Agree,No,5,1,5
49,F1.1,Somewhat Agree,No,4,2,4
50,F1.1,Somewhat Agree,No,4,2,4
51,F1.1,Somewhat Agree,No,4,2,4
52,F1.1,Somewhat Agree,No,4,2,4
53,F1.1,Strongly Agree,No,5,1,5
54,F1.1,Strongly Agree,No,5,1,5
55,F1.1,Somewhat Agree,No,4,2,4
56,F1.1,Strongly Agree,No,5,1,5
57,F1.1,Strongly Agree,No,5,1,5
58,F1.1,Strongly Agree,No,5,1,5
59,F1.1,Somewhat Agree,No,4,2,4
60,F1.1,Strongly Agree,No,5,1,5
61,F1.1,Strongly Disagree,No,1,5,1
62,F1.1,Somewhat Agree,No,4,2,4
63,F1.1,Strongly Agree,No,5,1,5
64,F1.1,Strongly Agree,No,5,1,5
65,F1.1,Somewhat Agree,No,4,2,4
66,F1.1,Somewhat Agree,No,4,2,4
67,F1.1,Strongly Agree,No,5,1,5
68,F1.1,Strongly Agree,No,5,1,5
69,F1.1,Strongly Agree,No,5,1,5
70,F1.1,Strongly Agree,No,5,1,5
71,F1.1,Strongly Agree,No,5,1,5
72,F1.1,Somewhat Agree,No,4,2,4
73,F1.1,Strongly Agree,No,5,1,5
74,F1.1,Strongly Agree,No,5,1,5
75,F1.1,Somewhat Agree,No,4,2,4
76,F1.1,Strongly Agree,No,5,1,5
77,F1.1,Somewhat Agree,No,4,2,4
78,F1.1,Somewhat Agree,No,4,2,4
79,F1.1,Strongly Agree,No,5,1,5
80,F1.1,Strongly Agree,No,5,1,5
81,F1.1,Strongly Agree,No,5,1,5
82,F1.1,Somewhat Agree,No,4,2,4
83,F1.1,Strongly Agree,No,5,1,5
84,F1.1,Somewhat Agree,No,4,2,4
85,F1.1,Somewhat Agree,No,4,2,4
86,F1.1,Somewhat Agree,No,4,2,4
87,F1.1,Somewhat Agree,No,4,2,4
88,F1.1,Strongly Agree,No,5,1,5
89,F1.1,Somewhat Agree,No,4,2,4
90,F1.1,Strongly Agree,No,5,1,5
91,F1.1,Strongly Agree,No,5,1,5
92,F1.1,Neither Agree nor Disagree,No,3,3,3
93,F1.1,Strongly Agree,No,5,1,5
94,F1.1,Somewhat Agree,No,4,2,4
95,F1.1,Strongly Agree,No,5,1,5
96,F1.1,Strongly Agree,No,5,1,5
97,F1.1,Somewhat Agree,No,4,2,4
98,F1.1,Strongly Agree,No,5,1,5
99,F1.1,Strongly Agree,No,5,1,5
100,F1.1,Neither Agree nor Disagree,No,3,3,3
101,F1.1,Somewhat Agree,No,4,2,4
102,F1.1,Somewhat Agree,No,4,2,4
103,F1.1,Somewhat Agree,No,4,2,4
104,F1.1,Somewhat Agree,No,4,2,4
105,F1.1,Somewhat Agree,No,4,2,4
106,F1.1,Strongly Agree,No,5,1,5
107,F1.1,Strongly Agree,No,5,1,5
108,F1.1,Somewhat Agree,No,4,2,4
109,F1.1,Somewhat Agree,No,4,2,4
110,F1.1,Strongly Agree,No,5,1,5
111,F1.1,Somewhat Agree,No,4,2,4
112,F1.1,Strongly Agree,No,5,1,5
113,F1.1,Strongly Agree,No,5,1,5
114,F1.1,Strongly Agree,No,5,1,5
115,F1.1,Somewhat Agree,No,4,2,4
116,F1.1,Somewhat Agree,No,4,2,4
117,F1.1,Strongly Agree,No,5,1,5
118,F1.1,Somewhat Agree,No,4,2,4
119,F1.1,Somewhat Agree,No,4,2,4
120,F1.1,Strongly Agree,No,5,1,5
121,F1.1,Strongly Disagree,No,1,5,1
122,F1.1,Strongly Agree,No,5,1,5
123,F1.1,Neither Agree nor Disagree,No,3,3,3
124,F1.1,Strongly Agree,No,5,1,5
125,F1.1,Somewhat Agree,No,4,2,4
126,F1.1,Somewhat Agree,No,4,2,4
127,F1.1,Somewhat Agree,No,4,2,4
128,F1.1,Somewhat Agree,No,4,2,4
129,F1.1,Somewhat Agree,No,4,2,4
130,F1.1,Strongly Agree,No,5,1,5
131,F1.1,Strongly Agree,No,5,1,5
132,F1.1,Strongly Agree,No,5,1,5
133,F1.1,Strongly Agree,No,5,1,5
134,F1.1,Somewhat Agree,No,4,2,4
135,F1.1,Strongly Agree,No,5,1,5
136,F1.1,Strongly Agree,No,5,1,5
137,F1.1,Strongly Agree,No,5,1,5
138,F1.1,Strongly Agree,No,5,1,5
139,F1.1,Strongly Agree,No,5,1,5
140,F1.1,Somewhat Agree,No,4,2,4
141,F1.1,Strongly Agree,No,5,1,5
142,F1.1,Strongly Agree,No,5,1,5
143,F1.1,Somewhat Agree,No,4,2,4
144,F1.1,Strongly Agree,No,5,1,5
145,F1.1,Strongly Agree,No,5,1,5
146,F1.1,Strongly Agree,No,5,1,5
147,F1.1,Somewhat Agree,No,4,2,4
148,F1.1,Somewhat Agree,No,4,2,4
149,F1.1,Strongly Agree,No,5,1,5
150,F1.1,Strongly Agree,No,5,1,5
151,F1.1,Strongly Agree,No,5,1,5
152,F1.1,Somewhat Agree,No,4,2,4
153,F1.1,Neither Agree nor Disagree,No,3,3,3
154,F1.1,Strongly Agree,No,5,1,5
155,F1.1,Somewhat Agree,No,4,2,4
156,F1.1,Strongly Agree,No,5,1,5
157,F1.1,Strongly Agree,No,5,1,5
158,F1.1,Strongly Agree,No,5,1,5
159,F1.1,Somewhat Agree,No,4,2,4
160,F1.1,Somewhat Agree,No,4,2,4
161,F1.1,Somewhat Agree,No,4,2,4
162,F1.1,Somewhat Agree,No,4,2,4
163,F1.1,Somewhat Agree,No,4,2,4
164,F1.1,Strongly Agree,No,5,1,5
165,F1.1,Strongly Agree,No,5,1,5
166,F1.1,Strongly Agree,No,5,1,5
167,F1.1,Somewhat Agree,No,4,2,4
168,F1.1,Strongly Agree,No,5,1,5
169,F1.1,Strongly Agree,No,5,1,5
170,F1.1,Strongly Agree,No,5,1,5
171,F1.1,Somewhat Agree,No,4,2,4
172,F1.1,Strongly Agree,No,5,1,5
173,F1.1,Neither Agree nor Disagree,No,3,3,3
174,F1.1,Strongly Agree,No,5,1,5
175,F1.1,Strongly Agree,No,5,1,5
176,F1.1,Somewhat Agree,No,4,2,4
177,F1.1,Strongly Agree,No,5,1,5
178,F1.1,Somewhat Agree,No,4,2,4
179,F1.1,Somewhat Agree,No,4,2,4
180,F1.1,Strongly Agree,No,5,1,5
181,F1.1,Strongly Agree,No,5,1,5
182,F1.1,Strongly Agree,No,5,1,5
183,F1.1,Strongly Agree,No,5,1,5
184,F1.1,Strongly Agree,No,5,1,5
185,F1.1,Strongly Agree,No,5,1,5
186,F1.1,Strongly Agree,No,5,1,5
187,F1.1,Strongly Agree,No,5,1,5
188,F1.1,Strongly Agree,No,5,1,5
189,F1.1,Strongly Agree,No,5,1,5
190,F1.1,Strongly Agree,No,5,1,5
191,F1.1,Somewhat Agree,No,4,2,4
192,F1.1,Somewhat Agree,No,4,2,4
193,F1.1,Somewhat Agree,No,4,2,4
194,F1.1,Somewhat Agree,No,4,2,4
195,F1.1,Somewhat Agree,No,4,2,4
196,F1.1,Somewhat Agree,No,4,2,4
197,F1.1,Strongly Agree,No,5,1,5
198,F1.1,Somewhat Agree,No,4,2,4
199,F1.1,Somewhat Agree,No,4,2,4
200,F1.1,Somewhat Agree,No,4,2,4
201,F1.1,Somewhat Agree,No,4,2,4
202,F1.1,Somewhat Agree,No,4,2,4
203,F1.1,Strongly Agree,No,5,1,5
204,F1.1,Somewhat Agree,No,4,2,4
205,F1.1,Strongly Agree,No,5,1,5
206,F1.1,Somewhat Agree,No,4,2,4
207,F1.1,Strongly Agree,No,5,1,5
208,F1.1,Strongly Agree,No,5,1,5
209,F1.1,Strongly Agree,No,5,1,5
210,F1.1,Somewhat Agree,No,4,2,4
211,F1.1,Somewhat Agree,No,4,2,4
212,F1.1,Somewhat Agree,No,4,2,4
213,F1.1,Strongly Agree,No,5,1,5
214,F1.1,Strongly Agree,No,5,1,5
215,F1.1,Somewhat Agree,No,4,2,4
216,F1.1,Strongly Agree,No,5,1,5
217,F1.1,Somewhat Agree,No,4,2,4
218,F1.1,Strongly Agree,No,5,1,5
219,F1.1,Somewhat Agree,No,4,2,4
220,F1.1,Strongly Agree,No,5,1,5
221,F1.1,Somewhat Agree,No,4,2,4
222,F1.1,Strongly Agree,No,5,1,5
223,F1.1,Strongly Agree,No,5,1,5
224,F1.1,Strongly Agree,No,5,1,5
225,F1.1,Somewhat Agree,No,4,2,4
226,F1.1,Somewhat Agree,No,4,2,4
227,F1.1,Somewhat Agree,No,4,2,4
228,F1.1,Somewhat Disagree,No,2,4,2
229,F1.1,Strongly Agree,No,5,1,5
230,F1.1,Strongly Agree,No,5,1,5
231,F1.1,Strongly Agree,No,5,1,5
232,F1.1,Strongly Agree,No,5,1,5
233,F1.1,Somewhat Agree,No,4,2,4
234,F1.1,Somewhat Agree,No,4,2,4
235,F1.1,Strongly Agree,No,5,1,5
236,F1.1,Neither Agree nor Disagree,No,3,3,3
237,F1.1,Strongly Agree,No,5,1,5
238,F1.1,Strongly Agree,No,5,1,5
239,F1.1,Somewhat Agree,No,4,2,4
240,F1.1,Strongly Agree,No,5,1,5
241,F1.1,Strongly Agree,No,5,1,5
242,F1.1,Somewhat Agree,No,4,2,4
243,F1.1,Neither Agree nor Disagree,No,3,3,3
244,F1.1,Strongly Agree,No,5,1,5
245,F1.1,Somewhat Agree,No,4,2,4
246,F1.1,Neither Agree nor Disagree,No,3,3,3
247,F1.1,Strongly Agree,No,5,1,5
248,F1.1,Neither Agree nor Disagree,No,3,3,3
249,F1.1,Somewhat Agree,No,4,2,4
250,F1.1,Somewhat Agree,No,4,2,4
251,F1.1,Strongly Agree,No,5,1,5
252,F1.1,Somewhat Agree,No,4,2,4
253,F1.1,Strongly Agree,No,5,1,5
254,F1.1,Somewhat Agree,No,4,2,4
255,F1.1,Strongly Agree,No,5,1,5
256,F1.1,Somewhat Agree,No,4,2,4
257,F1.1,Somewhat Agree,No,4,2,4
258,F1.1,Somewhat Agree,No,4,2,4
259,F1.1,Strongly Agree,No,5,1,5
260,F1.1,Neither Agree nor Disagree,No,3,3,3
261,F1.1,Strongly Agree,No,5,1,5
262,F1.1,Strongly Agree,No,5,1,5
263,F1.1,Strongly Agree,No,5,1,5
264,F1.1,Somewhat Agree,No,4,2,4
1,F2.1,Somewhat Agree,No,4,2,4
2,F2.1,Somewhat Agree,No,4,2,4
3,F2.1,Strongly Agree,No,5,1,5
4,F2.1,Strongly Agree,No,5,1,5
5,F2.1,Somewhat Agree,No,4,2,4
6,F2.1,Somewhat Agree,No,4,2,4
7,F2.1,Strongly Agree,No,5,1,5
8,F2.1,Somewhat Agree,No,4,2,4
9,F2.1,Somewhat Agree,No,4,2,4
10,F2.1,Strongly Agree,No,5,1,5
11,F2.1,Somewhat Agree,No,4,2,4
12,F2.1,Strongly Agree,No,5,1,5
13,F2.1,Somewhat Agree,No,4,2,4
14,F2.1,Strongly Agree,No,5,1,5
15,F2.1,Somewhat Agree,No,4,2,4
16,F2.1,Strongly Agree,No,5,1,5
17,F2.1,Strongly Agree,No,5,1,5
18,F2.1,Somewhat Agree,No,4,2,4
19,F2.1,Strongly Agree,No,5,1,5
20,F2.1,Somewhat Agree,No,4,2,4
21,F2.1,Strongly Agree,No,5,1,5
22,F2.1,Strongly Agree,No,5,1,5
23,F2.1,Somewhat Agree,No,4,2,4
24,F2.1,Strongly Agree,No,5,1,5
25,F2.1,Strongly Agree,No,5,1,5
26,F2.1,Somewhat Agree,No,4,2,4
27,F2.1,Somewhat Agree,No,4,2,4
28,F2.1,Strongly Agree,No,5,1,5
29,F2.1,Somewhat Agree,No,4,2,4
30,F2.1,Somewhat Agree,No,4,2,4
31,F2.1,Somewhat Agree,No,4,2,4
32,F2.1,Somewhat Agree,No,4,2,4
33,F2.1,Somewhat Agree,No,4,2,4
34,F2.1,Strongly Agree,No,5,1,5
35,F2.1,Strongly Agree,No,5,1,5
36,F2.1,Somewhat Agree,No,4,2,4
37,F2.1,Strongly Agree,No,5,1,5
38,F2.1,Strongly Agree,No,5,1,5
39,F2.1,Somewhat Agree,No,4,2,4
40,F2.1,Somewhat Agree,No,4,2,4
41,F2.1,Somewhat Agree,No,4,2,4
42,F2.1,Strongly Agree,No,5,1,5
43,F2.1,Strongly Agree,No,5,1,5
44,F2.1,Somewhat Agree,No,4,2,4
45,F2.1,Strongly Agree,No,5,1,5
46,F2.1,Somewhat Agree,No,4,2,4
47,F2.1,Somewhat Agree,No,4,2,4
48,F2.1,Somewhat Agree,No,4,2,4
49,F2.1,Somewhat Agree,No,4,2,4
50,F2.1,Strongly Agree,No,5,1,5
51,F2.1,Somewhat Agree,No,4,2,4
52,F2.1,Strongly Agree,No,5,1,5
53,F2.1,Somewhat Agree,No,4,2,4
54,F2.1,Strongly Agree,No,5,1,5
55,F2.1,Somewhat Agree,No,4,2,4
56,F2.1,Somewhat Agree,No,4,2,4
57,F2.1,Strongly Agree,No,5,1,5
58,F2.1,Strongly Agree,No,5,1,5
59,F2.1,Somewhat Agree,No,4,2,4
60,F2.1,Strongly Agree,No,5,1,5
61,F2.1,Somewhat Agree,No,4,2,4
62,F2.1,Strongly Agree,No,5,1,5
63,F2.1,Somewhat Agree,No,4,2,4
64,F2.1,Strongly Agree,No,5,1,5
65,F2.1,Strongly Agree,No,5,1,5
66,F2.1,Somewhat Agree,No,4,2,4
67,F2.1,Strongly Agree,No,5,1,5
68,F2.1,Strongly Agree,No,5,1,5
69,F2.1,Strongly Agree,No,5,1,5
70,F2.1,Strongly Agree,No,5,1,5
71,F2.1,Strongly Agree,No,5,1,5
72,F2.1,Strongly Agree,No,5,1,5
73,F2.1,Strongly Agree,No,5,1,5
74,F2.1,Strongly Agree,No,5,1,5
75,F2.1,Somewhat Agree,No,4,2,4
76,F2.1,Somewhat Agree,No,4,2,4
77,F2.1,Somewhat Agree,No,4,2,4
78,F2.1,Somewhat Agree,No,4,2,4
79,F2.1,Strongly Agree,No,5,1,5
80,F2.1,Strongly Agree,No,5,1,5
81,F2.1,Somewhat Agree,No,4,2,4
82,F2.1,Strongly Agree,No,5,1,5
83,F2.1,Strongly Agree,No,5,1,5
84,F2.1,Strongly Agree,No,5,1,5
85,F2.1,Somewhat Agree,No,4,2,4
86,F2.1,Somewhat Agree,No,4,2,4
87,F2.1,Somewhat Agree,No,4,2,4
88,F2.1,Strongly Agree,No,5,1,5
89,F2.1,Somewhat Agree,No,4,2,4
90,F2.1,Strongly Agree,No,5,1,5
91,F2.1,Strongly Agree,No,5,1,5
92,F2.1,Somewhat Agree,No,4,2,4
93,F2.1,Somewhat Agree,No,4,2,4
94,F2.1,Somewhat Agree,No,4,2,4
95,F2.1,Strongly Agree,No,5,1,5
96,F2.1,Somewhat Agree,No,4,2,4
97,F2.1,"",No,,,
98,F2.1,Strongly Agree,No,5,1,5
99,F2.1,Strongly Agree,No,5,1,5
100,F2.1,Strongly Agree,No,5,1,5
101,F2.1,Somewhat Agree,No,4,2,4
102,F2.1,Somewhat Agree,No,4,2,4
103,F2.1,Strongly Agree,No,5,1,5
104,F2.1,Somewhat Agree,No,4,2,4
105,F2.1,Somewhat Agree,No,4,2,4
106,F2.1,Somewhat Agree,No,4,2,4
107,F2.1,Strongly Agree,No,5,1,5
108,F2.1,Strongly Agree,No,5,1,5
109,F2.1,Strongly Agree,No,5,1,5
110,F2.1,Strongly Agree,No,5,1,5
111,F2.1,Strongly Agree,No,5,1,5
112,F2.1,Strongly Agree,No,5,1,5
113,F2.1,Strongly Agree,No,5,1,5
114,F2.1,Somewhat Agree,No,4,2,4
115,F2.1,Somewhat Agree,No,4,2,4
116,F2.1,Strongly Agree,No,5,1,5
117,F2.1,Strongly Agree,No,5,1,5
118,F2.1,Strongly Agree,No,5,1,5
119,F2.1,Somewhat Agree,No,4,2,4
120,F2.1,Strongly Agree,No,5,1,5
121,F2.1,Strongly Agree,No,5,1,5
122,F2.1,Strongly Agree,No,5,1,5
123,F2.1,Somewhat Agree,No,4,2,4
124,F2.1,Strongly Agree,No,5,1,5
125,F2.1,Somewhat Agree,No,4,2,4
126,F2.1,Somewhat Agree,No,4,2,4
127,F2.1,Somewhat Agree,No,4,2,4
128,F2.1,Strongly Agree,No,5,1,5
129,F2.1,Somewhat Agree,No,4,2,4
130,F2.1,Strongly Agree,No,5,1,5
131,F2.1,Strongly Agree,No,5,1,5
132,F2.1,Strongly Agree,No,5,1,5
133,F2.1,Somewhat Agree,No,4,2,4
134,F2.1,Strongly Agree,No,5,1,5
135,F2.1,Somewhat Agree,No,4,2,4
136,F2.1,Strongly Agree,No,5,1,5
137,F2.1,Somewhat Agree,No,4,2,4
138,F2.1,Strongly Agree,No,5,1,5
139,F2.1,Somewhat Agree,No,4,2,4
140,F2.1,Somewhat Agree,No,4,2,4
141,F2.1,Strongly Agree,No,5,1,5
142,F2.1,Strongly Agree,No,5,1,5
143,F2.1,Somewhat Agree,No,4,2,4
